วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
7/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,75,70
10/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,75,70
11/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
12/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
13/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
14/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
17/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
18/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
19/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
20/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
21/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
24/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
25/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
26/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
27/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,70,75,72.5
